count,reg,ven_time,dist,ven_z,ven_rho,ven_phi,new_reg
285,19,121.63417640680144,0.1166257528136028,0.459408,0.771079,1.535191,23
288,15,87.59450971796508,0.0997076194359301,0.750724,1.0,0.928078,16
289,18,106.65272463124896,0.1187540492624979,0.528091,1.0,1.373202,23
292,11,126.0704171098454,0.1093750342196908,0.625489,0.0,-0.964413,19
294,13,102.57044861272652,0.076095497225453,0.707105,1.0,-0.700569,13
295,11,113.15872274694024,0.0819050454938804,0.980748,0.0,-0.635323,13
296,19,137.14987051408397,0.0942295410281679,0.61617,1.0,1.383211,23
297,10,124.22243406679011,0.0404688681335802,0.912198,0.149951,-1.048103,12
300,15,80.66430450628175,0.0854732090125635,0.941522,0.0,-0.44916,14
303,12,116.93328099147814,0.0655221619829562,0.981752,0.208549,-1.394979,12
304,13,123.00687232448598,0.0524509446489719,0.718582,0.104056,-1.091973,12
306,10,95.14194373523976,0.0286492874704795,0.926972,0.611564,-1.091726,12
307,11,117.25717208798936,0.0624519441759786,0.903897,0.430495,-1.153111,12
312,13,58.23555757343843,0.0624711151468768,0.986701,0.0,-0.27588,14
317,17,108.9134311228844,0.0608854622457688,0.829389,1.0,1.040112,17
319,15,115.07411206290487,0.0701922241258097,0.857425,0.0,0.424443,15
320,13,119.5750371563926,0.0579018743127852,0.58445,0.0,-0.356552,20
321,19,84.44192543290731,0.0743224508658146,0.768834,0.517378,0.868938,16
322,15,101.62224297009006,0.0828532859401801,0.972319,0.826835,-0.080644,14
323,11,102.05846563121209,0.0219919312624241,0.919278,0.0,-0.096628,14
326,19,112.11291404497968,0.0897064280899593,0.538954,1.0,1.293411,23
329,10,142.64629576026087,0.0827205915205217,0.629461,0.630038,-0.891436,19
330,15,99.01810961283152,0.082355419225663,0.975863,0.0,-0.132233,14
331,15,87.99386763836449,0.0689775352767289,0.95289,0.0,0.94526,16
332,12,95.00933986968698,0.0348132797393739,0.976436,0.483261,-0.020271,14
333,16,95.67063640458284,0.0749246728091656,0.991059,0.045862,-0.290025,14
334,14,77.80708983617347,0.0776599796723469,0.810095,0.0,-0.117034,14
335,10,126.4640490352472,0.1059954980704943,0.778189,0.465809,-0.710161,13
336,14,150.918952258735,0.11940670451747,0.88961,0.591492,0.866912,16
337,12,135.45190125704983,0.0853872025140996,0.789913,0.0,-1.537114,12
338,14,97.2633178118713,0.0432906356237426,0.885505,0.0,-0.224691,14
341,15,72.30538346757533,0.0890323669351506,0.888194,0.467058,-0.609946,13
343,15,82.61791129194343,0.0763626225838868,0.991704,0.0,-0.41843,14
348,13,112.95967389473996,0.1018355477894799,0.636195,1.0,-0.992226,19
349,17,112.37799915252477,0.1166663983050494,0.790216,0.207151,1.529192,17
352,15,103.8888676893689,0.0593467353787377,0.842575,0.494019,-1.007288,12
353,10,132.59600101793305,0.0953736020358661,0.688268,0.764317,-0.85449,19
354,15,120.67636647574191,0.0833139329514838,0.962585,0.168511,-0.542715,13
356,15,94.57209840764575,0.0276713968152915,0.821405,0.0,0.475329,15
357,17,121.00917219231778,0.1019547443846355,0.755185,0.643922,1.310866,17
358,15,90.22398096323788,0.0873831619264757,0.898918,1.0,0.468088,15
361,10,103.63989150120943,0.1021269830024188,0.677797,1.0,-0.958903,19
366,11,133.1091523508941,0.1094725047017882,0.524749,0.548303,-0.768022,19
369,19,107.79876570345952,0.092625931406919,0.692841,1.0,1.446354,23
370,16,111.22949095057676,0.0968951819011535,0.842318,0.671932,1.093988,17
371,19,103.59156794454222,0.1006723358890844,0.753758,1.0,1.457297,17
376,15,124.5538102443245,0.102361220488649,0.533108,0.156156,0.063816,21
378,18,109.56209511954889,0.0869117902390977,0.569163,0.0,1.491118,23
380,19,105.32255907609832,0.0906429181521966,0.837318,0.536673,1.111359,17
382,13,112.71378782344291,0.0615139756468858,0.60016,1.0,0.064835,21
384,17,121.17650607782588,0.0940924121556517,0.534634,0.65754,0.739552,22
387,19,97.40928283201671,0.0830687656640334,0.705989,0.775218,0.793202,16
388,13,98.16088763339522,0.0186933752667904,0.928918,1.0,-0.251748,14
389,12,132.4607693735257,0.0575595387470514,0.793901,0.55079,-1.0345,12
390,14,123.61455373494078,0.1205067074698816,0.677484,0.561651,-0.508472,19
391,14,130.24778439998943,0.0529315687999788,0.786275,0.801655,0.39083,15
396,12,109.6919866421642,0.1290601732843284,0.506158,0.139303,-0.068277,20
399,18,110.56334253151114,0.0845390850630222,0.602589,0.790215,0.801214,22
401,15,131.60887784726282,0.0908527556945256,0.560807,0.0,-0.339911,20
403,16,97.72444791506308,0.1354384958301261,0.47261,1.0,1.22406,23
406,16,113.44755221911794,0.1162157044382358,0.646849,1.0,1.345197,23
407,16,93.18575025901578,0.0866545005180315,0.979007,0.0,0.80536,16
410,12,125.15750794511968,0.0746274158902393,0.743058,0.449367,-1.218416,12
412,15,92.83146537028264,0.0843757307405653,0.850786,0.701175,-0.393722,14
413,12,86.97169812993224,0.0984591962598644,0.811536,0.421294,-0.923929,13
415,10,138.72252864948342,0.0931938572989668,0.47081,1.0,-1.244746,18
421,14,91.8062137737578,0.0930742275475156,0.613177,0.0,-0.114037,20
423,19,114.63806435062658,0.0934215287012531,0.80616,1.0,1.03253,17
425,17,99.91148708178898,0.0861739741635779,0.792119,0.153329,0.50899,16
429,17,88.46424558548762,0.0528552911709752,0.905358,1.0,-0.021166,14
430,19,123.4707288898467,0.0929638577796934,0.923735,0.584665,0.989739,16
432,14,98.01401100358248,0.0242312220071649,0.949305,0.469554,-0.576507,13
433,17,128.6396045617828,0.1219864091235655,0.53817,0.339686,1.54199,23
435,11,98.1676301876143,0.0660562603752286,0.967318,0.28378,-0.394879,14
436,10,142.47449257025934,0.0843709851405186,0.587056,0.634842,-0.843299,19
439,15,76.26124143798188,0.0518990828759637,0.976746,1.0,0.289825,15
440,11,126.305904889346,0.066985009778692,0.787234,1.0,-1.551576,12
441,18,97.57711038121548,0.0810126207624309,0.697621,0.608377,0.807961,22
442,18,88.50001957750925,0.0491094391550185,0.91729,0.253231,1.029538,17
443,14,112.19431916272804,0.0891806383254561,0.702443,1.0,-0.143493,14
444,15,96.9555456684966,0.0380840913369932,0.964303,0.835866,0.907494,16
446,14,68.32711945363204,0.064262638907264,0.942816,0.0,0.226019,15
447,17,115.89583787453893,0.0839238757490778,0.757382,0.182863,1.087791,17
449,19,105.44716189971707,0.0667355237994341,0.691509,0.289336,1.421723,23
453,17,113.35085725109045,0.0775213145021809,0.942981,1.0,0.939266,16
456,16,86.95414956284299,0.0934680991256859,0.873369,0.0,1.532666,17
458,18,109.35727888965783,0.1203179577793156,0.534664,0.179465,1.089761,23
460,19,100.84901476267012,0.0935874295253402,0.739039,1.0,1.471757,17
461,15,134.1590593352559,0.0820161186705117,0.483869,0.403635,0.528863,22
462,16,85.20873466243046,0.0955778693248609,0.783141,0.535433,0.538732,16
463,15,96.45597604563342,0.0334151520912668,0.893114,0.331023,0.48033,15
465,18,106.2554318006042,0.1094596636012083,0.664564,0.0,1.176737,23
466,12,99.14463053064556,0.0580600610612911,0.655822,0.833304,-0.12835,20
467,11,124.43837191462949,0.0397047438292589,0.815422,1.0,-1.553845,12
468,12,113.09136417817275,0.0669081283563455,0.79865,0.195909,-1.334777,12
472,13,112.37649344670731,0.0675361868934146,0.580418,0.0,0.100652,21
475,12,84.9342333188318,0.0579642666376636,0.990618,0.550204,-0.671872,13
476,16,102.56680739669446,0.0793740147933888,0.696481,0.339198,0.143239,21
477,19,106.80593567010102,0.091348271340202,0.541248,1.0,1.392198,23
479,12,106.36531037625949,0.0969192207525189,0.73453,0.201828,-0.296095,14
481,11,118.42586460246552,0.101188529204931,0.719731,0.872079,-1.274543,12
483,16,73.0616635009161,0.0727773270018321,0.925722,0.501778,0.492585,15
484,19,106.53126408500196,0.0477075281700039,0.842602,0.438808,0.688464,16
486,13,130.56545161182402,0.109122303223648,0.755895,0.770821,0.077545,15
489,18,76.74364114760806,0.0473464822952161,0.933314,0.63095,0.754463,16
491,11,127.8159716575664,0.0774949433151328,0.945834,0.318486,-0.766797,13
492,12,97.84733077643958,0.1022580615528791,0.768354,1.0,-0.817161,13
493,10,143.96458754316282,0.0827851750863256,0.603639,0.321456,-0.922856,19
494,15,80.00207330674652,0.075031146613493,0.993263,0.384791,-0.160099,14
495,16,120.32334383796103,0.0462102876759221,0.971261,0.796907,-1.345278,12
496,10,119.647509279018,0.047978418558036,0.989694,0.056315,-0.23466,14
497,13,103.84911186406669,0.0948936237281333,0.807319,0.0,-0.62947,13
499,14,112.46345281848215,0.1120539056369642,0.547976,0.702393,-0.226958,20
500,11,127.04986205906548,0.1013789241181309,0.7711,0.0,-0.101375,14
501,10,115.95756478434924,0.0745149295686984,0.98749,0.283748,-0.901173,13
502,14,109.02630943676157,0.0892446188735231,0.587843,0.195567,-0.132988,20
503,15,104.98769881864004,0.07050019763728,0.887616,0.347377,0.863298,16
504,17,98.01538722624912,0.0855763744524982,0.589299,0.433537,0.68418,22
505,12,118.63485747722204,0.041934314954444,0.958376,1.0,-1.418611,12
510,17,74.76666386383681,0.0556699277276736,0.868117,0.0,0.162179,15
512,19,133.85826667472645,0.1028845333494529,0.798239,0.733118,1.237914,17
513,16,130.2193265993045,0.0955910531986089,0.707757,0.524258,0.36492,15
515,15,126.94850618763355,0.1063316123752671,0.637334,1.0,0.864734,22
517,13,114.133376585842,0.064616353171684,0.971262,1.0,-0.557825,13
521,12,125.32728095579122,0.0814383619115824,0.491867,0.0,-0.727597,19
522,19,100.53513458449066,0.0843140691689813,0.748473,0.0,0.88487,16
523,17,107.25438195767848,0.0549021639153569,0.928302,0.058485,0.971677,16
524,11,115.53593973851642,0.0577594794770328,0.987507,1.0,-1.423151,12
525,19,105.6577223816531,0.0599744447633062,0.744978,1.0,1.203336,17
527,17,106.30725945540354,0.066468718910807,0.817378,0.488678,0.759004,16
528,13,118.0128873919647,0.0630631747839293,0.955495,0.235305,-0.752428,13
529,11,125.1204236823506,0.0800248473647012,0.75137,0.368398,-1.116029,12
532,12,122.91616211477428,0.0568729242295485,0.864558,0.37733,-1.297191,12
533,12,129.1700641370238,0.0735511282740475,0.826491,0.432018,-1.045747,12
539,16,100.2785605026164,0.0595325210052328,0.989434,0.773148,0.764891,16
543,14,111.55334507553998,0.0758142901510799,0.884704,0.492266,-0.860589,13
545,12,100.67448855607492,0.0611793771121498,0.965424,0.427755,-1.550717,12
546,12,119.76794386670592,0.0264038877334118,0.982844,0.684924,-1.413547,12
547,16,93.09499277755012,0.0712087855551002,0.812124,1.0,1.157083,17
548,14,131.94178077097615,0.1081337615419523,0.562644,0.0,0.567601,22
554,13,162.91130347943266,0.1107986069588653,0.795179,0.633572,0.236665,15
555,12,144.22211189453824,0.1154466237890764,0.577602,0.197437,-0.143344,20
557,16,110.51368236135616,0.0496159647227123,0.693737,0.286738,0.773807,22
559,18,75.57048897627205,0.052242777952544,0.895693,0.368937,0.744816,16
560,14,100.98137668260829,0.0924371533652165,0.605384,0.502593,-0.601968,19
563,12,124.84157788197864,0.0952093557639573,0.693106,0.0,-0.090078,20
566,10,107.2334357157547,0.1156738714315094,0.685418,0.834013,-0.838288,19
569,19,102.22378900344508,0.0555875780068901,0.809824,0.214804,1.235093,17
571,17,97.76708323834792,0.0366997664766958,0.957667,0.0,0.35212,15
573,14,123.57225169049492,0.0823885033809898,0.924233,0.739646,-0.571616,13
575,17,106.8484971670171,0.0765987943340342,0.658646,0.51527,1.541827,23
576,12,98.56726467497408,0.0156791293499481,0.992132,0.040349,-0.29672,14
579,12,127.32416639309416,0.1009185327861882,0.991074,0.0,0.128879,15
582,10,119.75914330636144,0.0944130866127228,0.729291,0.0,-1.141842,12
583,10,120.5462894450224,0.0593135788900448,0.92264,0.872948,-1.156332,12
584,18,92.21050091891055,0.072605401837821,0.61286,0.475951,0.641189,22
585,15,95.60280138371226,0.0694924027674245,0.987584,0.480386,0.083806,15
587,13,101.0999628386612,0.0807983256773224,0.957176,0.0,0.26366,15
596,14,90.02888138052907,0.0824483627610581,0.965551,0.0,-0.077233,14
600,10,106.909280572738,0.1117197611454759,0.592363,0.285112,-0.824793,19
601,12,97.07028128215585,0.0355311625643116,0.817424,0.0,-0.303335,14
602,17,129.68861295630134,0.0908052259126026,0.515062,0.557282,1.290211,23
604,10,108.69281062894407,0.0315496212578881,0.820742,1.0,-0.847762,13
606,19,77.79374698183474,0.0423480939636695,0.990894,0.729942,0.857295,16
610,11,135.8963491761304,0.0769504983522608,0.790619,0.360118,-0.909512,13
611,15,75.00681499551524,0.0765298299910304,0.828069,0.492842,-0.344639,14
615,11,114.90721499341274,0.1133532299868254,0.662709,0.0,-0.649155,19
617,15,102.96866677942114,0.1118533335588422,0.818031,1.0,-0.51808,13
623,13,64.13899402224682,0.0690465880444936,0.98731,0.396089,-0.560964,13
624,13,88.04637797132398,0.0664169559426479,0.824729,1.0,0.032535,15
625,10,121.94031128178143,0.0716930225635629,0.560331,0.367393,-0.862782,19
627,15,119.31153780637618,0.0540622756127523,0.903884,0.292107,0.170101,15
630,12,120.72761524107275,0.0650538304821455,0.777919,0.852417,-1.40779,12
631,12,115.27526701252717,0.1224909340250543,0.512842,1.0,-0.719951,19
632,16,82.3811699026233,0.0161281398052466,0.975016,0.432406,0.217226,15
633,11,126.01407914073636,0.0890135582814727,0.613383,0.0,-0.449319,20
635,13,130.3584431186541,0.1043246862373081,0.654996,0.514722,-0.347134,20
640,12,135.80911223498697,0.1183446244699739,0.522146,0.571738,-0.145974,20
642,17,92.98482990339826,0.0177354598067965,0.91259,0.340348,-0.104147,14
645,13,94.17545759137624,0.0845649151827524,0.681883,0.680375,-0.409266,20
646,12,126.5810861075837,0.0838159722151674,0.743559,0.220202,-1.070977,12
647,18,103.8400744495495,0.050171548899099,0.964637,0.37593,0.897674,16
648,10,140.9224527001326,0.1231657054002651,0.487894,0.0,-0.56181,19
649,12,130.55384197514417,0.1381402839502883,0.466891,1.0,-0.719367,19
650,12,113.76095258379084,0.0604071051675816,0.761358,0.0,-0.445154,14
651,15,123.9403264802306,0.0753224529604611,0.781648,0.790682,0.625744,16
654,14,93.22878023394208,0.0637775604678841,0.749287,0.190389,0.760469,16
655,16,100.57231457865576,0.1007302291573115,0.505537,0.727507,0.453734,21
657,16,110.68027294305983,0.0881867458861196,0.81464,1.0,1.370691,17
673,18,90.5272153456527,0.0258092306913054,0.853087,0.506113,0.455715,15
674,12,85.09117444635501,0.05240194889271,0.964755,1.0,-0.853098,13
675,18,97.75999510352824,0.0301019902070564,0.974986,1.0,0.392822,15
676,10,113.44677754802515,0.0818467550960503,0.522655,0.49439,-0.646259,19
681,16,139.5558224541111,0.0923726449082222,0.80745,0.739588,0.963175,16
682,10,126.0220715332762,0.0876317430665523,0.488823,0.0,-0.765687,19
684,15,71.04569944640312,0.0729893988928062,0.962129,0.0,0.25303,15
685,10,107.6553794547326,0.0662931589094652,0.694861,0.773684,-0.752547,19
687,17,104.5669838027878,0.0449053676055755,0.672936,0.387241,0.462631,21
689,14,104.12070914250512,0.1172948182850102,0.818363,0.357238,-1.07642,12
691,13,118.4184805328968,0.0766757610657935,0.490978,0.403151,-0.370943,20
698,18,108.62617342212428,0.0643437468442485,0.984163,1.0,1.475158,17
699,10,125.1237676349159,0.0494375352698317,0.802888,0.685006,-1.397143,12
701,16,94.88985760154416,0.0396779152030883,0.866171,1.0,0.548471,16
703,16,121.07797854003786,0.1011429570800757,0.55739,0.203019,1.211847,23
704,13,110.0330933177544,0.0479017866355087,0.741819,0.736211,-0.782383,13
708,17,100.62681625410278,0.1070374325082055,0.6015,0.0,0.569236,22
710,14,102.63440177905775,0.0282378035581155,0.925542,0.0,-1.054173,12
714,15,108.43365489684598,0.0977725097936919,0.839839,0.770561,1.132012,17
715,17,124.14188857468577,0.0894461771493715,0.462099,0.295047,1.004243,23
716,14,109.69558248114323,0.0481709649622865,0.737338,0.765941,-0.086661,14
724,18,100.58876058054742,0.0634505211610948,0.690221,0.84838,0.587189,22
726,11,165.53058702155894,0.1173691740431178,0.61412,0.230543,-0.156141,20
727,11,121.7181479679123,0.0610304959358246,0.745174,0.359749,-1.371321,12
729,18,106.51470370651067,0.0712834074130213,0.952573,0.110687,0.939863,16
730,13,89.9677162205983,0.0574434324411965,0.816277,0.750828,-0.648136,13
732,10,139.17419390116729,0.0872239878023345,0.664593,1.0,-0.912772,19
735,13,132.6196297182733,0.0756594594365466,0.692562,1.0,-0.467472,20
736,19,99.44293987818702,0.049043079756374,0.772792,0.417141,0.962475,16
737,10,113.59033556954004,0.04807487113908,0.816257,1.0,-1.241554,12
740,15,121.21778148058026,0.0299035629611605,0.933464,0.706852,-0.745055,13
744,12,121.16420016699789,0.0766862003339957,0.792049,0.425094,-1.206459,12
745,18,106.80905571780104,0.062301111435602,0.664825,0.225836,1.014499,23
747,12,88.62504863711149,0.0302070972742229,0.975521,0.880466,-0.69465,13
749,11,104.13109433206544,0.0266371886641308,0.989897,0.331937,-0.858899,13
750,19,106.54241099372912,0.0864040219874582,0.9419,0.530312,1.167251,17
751,14,71.64200789810023,0.0628438157962004,0.990081,0.0,-0.169606,14
754,15,121.78596899816992,0.0877585379963398,0.711499,0.0,0.457355,15
757,16,75.05833325717632,0.0862412665143526,0.748065,1.0,0.397243,15
758,15,72.37899677590707,0.0603495935518141,0.992547,0.849964,-0.447993,14
759,11,125.66136961542796,0.0652969392308559,0.700826,0.285105,-1.543222,12
